Date,Metric,App,Category,Platform,Value
10/25/13,D1 Retention,Crappy Birds,Games,iOS,16.0%
10/25/13,D1 Retention,Zuber,Services,iOS,39.1%
10/25/13,D1 Retention,Carry,Services,iOS,34.3%
10/25/13,D1 Retention,CandyBash,Games,Android,81.3%
10/25/13,D1 Retention,Words With Enemies,Games,Android,66.0%
10/25/13,D1 Retention,Crappy Birds,Games,Android,15.9%
10/25/13,D1 Retention,Zuber,Services,Android,39.5%
10/25/13,D1 Retention,Carry,Services,Android,35.3%
10/26/13,DAU,CandyBash,Games,iOS,33520046
10/26/13,DAU,Words With Enemies,Games,iOS,25366465
10/26/13,DAU,Crappy Birds,Games,iOS,8310
10/26/13,DAU,Zuber,Services,iOS,2900556
10/26/13,DAU,Carry,Services,iOS,488805
10/26/13,DAU,CandyBash,Games,Android,23464032
10/26/13,DAU,Words With Enemies,Games,Android,15547189
10/26/13,DAU,Crappy Birds,Games,Android,5588
10/26/13,DAU,Zuber,Services,Android,2050393
10/26/13,DAU,Carry,Services,Android,331393
10/26/13,D1 Retention,CandyBash,Games,iOS,79.7%
10/26/13,D1 Retention,Words With Enemies,Games,iOS,68.2%
10/26/13,D1 Retention,Crappy Birds,Games,iOS,15.9%
10/26/13,D1 Retention,Zuber,Services,iOS,38.6%
10/26/13,D1 Retention,Carry,Services,iOS,34.8%
10/26/13,D1 Retention,CandyBash,Games,Android,82.9%
10/26/13,D1 Retention,Words With Enemies,Games,Android,71.6%
10/26/13,D1 Retention,Crappy Birds,Games,Android,15.7%
10/26/13,D1 Retention,Zuber,Services,Android,40.2%
10/26/13,D1 Retention,Carry,Services,Android,35.8%
10/27/13,DAU,CandyBash,Games,iOS,32988908
10/27/13,DAU,Words With Enemies,Games,iOS,23736791
10/27/13,DAU,Crappy Birds,Games,iOS,8382
10/27/13,DAU,Zuber,Services,iOS,2976176
10/27/13,DAU,Carry,Services,iOS,514930
10/27/13,DAU,CandyBash,Games,Android,21247094
10/27/13,DAU,Words With Enemies,Games,Android,16779456
10/27/13,DAU,Crappy Birds,Games,Android,5781
10/27/13,DAU,Zuber,Services,Android,2068190
10/27/13,DAU,Carry,Services,Android,323908
10/27/13,D1 Retention,CandyBash,Games,iOS,78.9%
10/27/13,D1 Retention,Words With Enemies,Games,iOS,67.9%
10/27/13,D1 Retention,Crappy Birds,Games,iOS,15.6%
10/27/13,D1 Retention,Zuber,Services,iOS,39.1%
10/27/13,D1 Retention,Carry,Services,iOS,34.4%
10/27/13,D1 Retention,CandyBash,Games,Android,80.5%
10/27/13,D1 Retention,Words With Enemies,Games,Android,64.5%
10/27/13,D1 Retention,Crappy Birds,Games,Android,15.9%
10/27/13,D1 Retention,Zuber,Services,Android,41.0%
10/27/13,D1 Retention,Carry,Services,Android,33.7%
10/28/13,DAU,CandyBash,Games,iOS,33500691
10/28/13,DAU,Words With Enemies,Games,iOS,24171760
10/28/13,DAU,Crappy Birds,Games,iOS,9254
10/28/13,DAU,Zuber,Services,iOS,3139843
10/28/13,DAU,Carry,Services,iOS,498462
10/28/13,DAU,CandyBash,Games,Android,21775449
10/28/13,DAU,Words With Enemies,Games,Android,17207016
10/28/13,DAU,Crappy Birds,Games,Android,5821
10/28/13,DAU,Zuber,Services,Android,1924420
10/28/13,DAU,Carry,Services,Android,332308
10/28/13,D1 Retention,CandyBash,Games,iOS,78.2%
10/28/13,D1 Retention,Words With Enemies,Games,iOS,68.0%
10/28/13,D1 Retention,Crappy Birds,Games,iOS,15.7%
10/28/13,D1 Retention,Zuber,Services,iOS,38.6%
10/28/13,D1 Retention,Carry,Services,iOS,34.0%
10/28/13,D1 Retention,CandyBash,Games,Android,74.3%
10/28/13,D1 Retention,Words With Enemies,Games,Android,64.6%
10/28/13,D1 Retention,Crappy Birds,Games,Android,15.1%
10/28/13,D1 Retention,Zuber,Services,Android,37.4%
10/28/13,D1 Retention,Carry,Services,Android,32.3%
10/29/13,DAU,CandyBash,Games,iOS,33459496
10/29/13,DAU,Words With Enemies,Games,iOS,24978622
10/29/13,DAU,Crappy Birds,Games,iOS,8905
10/29/13,DAU,Zuber,Services,iOS,3114984
10/29/13,DAU,Carry,Services,iOS,515964
10/29/13,DAU,CandyBash,Games,Android,22863989
10/29/13,DAU,Words With Enemies,Games,Android,15969938
10/29/13,DAU,Crappy Birds,Games,Android,5736
10/29/13,DAU,Zuber,Services,Android,2144743
10/29/13,DAU,Carry,Services,Android,324558
10/29/13,D1 Retention,CandyBash,Games,iOS,78.6%
10/29/13,D1 Retention,Words With Enemies,Games,iOS,68.3%
10/29/13,D1 Retention,Crappy Birds,Games,iOS,15.6%
10/29/13,D1 Retention,Zuber,Services,iOS,38.7%
10/29/13,D1 Retention,Carry,Services,iOS,34.3%
10/29/13,D1 Retention,CandyBash,Games,Android,77.8%
10/29/13,D1 Retention,Words With Enemies,Games,Android,68.9%
10/29/13,D1 Retention,Crappy Birds,Games,Android,15.3%
10/29/13,D1 Retention,Zuber,Services,Android,38.7%
10/29/13,D1 Retention,Carry,Services,Android,33.9%
10/30/13,DAU,CandyBash,Games,iOS,32900161
10/30/13,DAU,Words With Enemies,Games,iOS,23735481
10/30/13,DAU,Crappy Birds,Games,iOS,9048
10/30/13,DAU,Zuber,Services,iOS,3187908
10/30/13,DAU,Carry,Services,iOS,492837
10/30/13,DAU,CandyBash,Games,Android,22305194
10/30/13,DAU,Words With Enemies,Games,Android,17187762
10/30/13,DAU,Crappy Birds,Games,Android,5981
10/30/13,DAU,Zuber,Services,Android,2005297
10/30/13,DAU,Carry,Services,Android,342480
10/30/13,D1 Retention,CandyBash,Games,iOS,77.7%
10/30/13,D1 Retention,Words With Enemies,Games,iOS,68.5%
10/30/13,D1 Retention,Crappy Birds,Games,iOS,15.5%
10/30/13,D1 Retention,Zuber,Services,iOS,38.2%
10/30/13,D1 Retention,Carry,Services,iOS,34.4%
10/30/13,D1 Retention,CandyBash,Games,Android,76.1%
10/30/13,D1 Retention,Words With Enemies,Games,Android,69.9%
10/30/13,D1 Retention,Crappy Birds,Games,Android,15.2%
10/30/13,D1 Retention,Zuber,Services,Android,39.0%
10/30/13,D1 Retention,Carry,Services,Android,34.4%
10/31/13,DAU,CandyBash,Games,iOS,34561691
10/31/13,DAU,Words With Enemies,Games,iOS,24137800
10/31/13,DAU,Crappy Birds,Games,iOS,9022
10/31/13,DAU,Zuber,Services,iOS,3100201
10/31/13,DAU,Carry,Services,iOS,514544
10/31/13,DAU,CandyBash,Games,Android,21740419
10/31/13,DAU,Words With Enemies,Games,Android,15546380
10/31/13,DAU,Crappy Birds,Games,Android,5811
10/31/13,DAU,Zuber,Services,Android,2015131
10/31/13,DAU,Carry,Services,Android,354276
10/31/13,D1 Retention,CandyBash,Games,iOS,77.0%
10/31/13,D1 Retention,Words With Enemies,Games,iOS,68.8%
10/31/13,D1 Retention,Crappy Birds,Games,iOS,15.3%
10/31/13,D1 Retention,Zuber,Services,iOS,38.1%
10/31/13,D1 Retention,Carry,Services,iOS,34.7%
10/31/13,D1 Retention,CandyBash,Games,Android,79.3%
10/31/13,D1 Retention,Words With Enemies,Games,Android,70.8%
10/31/13,D1 Retention,Crappy Birds,Games,Android,16.0%
10/31/13,D1 Retention,Zuber,Services,Android,36.2%
10/31/13,D1 Retention,Carry,Services,Android,35.7%
11/1/13,DAU,CandyBash,Games,iOS,34564452
11/1/13,DAU,Words With Enemies,Games,iOS,24930804
11/1/13,DAU,Crappy Birds,Games,iOS,9514
11/1/13,DAU,Zuber,Services,iOS,3007321
11/1/13,DAU,Carry,Services,iOS,519907
11/1/13,DAU,CandyBash,Games,Android,22857138
11/1/13,DAU,Words With Enemies,Games,Android,15530665
11/1/13,DAU,Crappy Birds,Games,Android,6239
11/1/13,DAU,Zuber,Services,Android,2125865
11/1/13,DAU,Carry,Services,Android,357969
11/1/13,D1 Retention,CandyBash,Games,iOS,76.2%
11/1/13,D1 Retention,Words With Enemies,Games,iOS,68.3%
11/1/13,D1 Retention,Crappy Birds,Games,iOS,15.6%
11/1/13,D1 Retention,Zuber,Services,iOS,38.1%
11/1/13,D1 Retention,Carry,Services,iOS,35.0%
11/1/13,D1 Retention,CandyBash,Games,Android,74.6%
11/1/13,D1 Retention,Words With Enemies,Games,Android,69.0%
11/1/13,D1 Retention,Crappy Birds,Games,Android,15.0%
11/1/13,D1 Retention,Zuber,Services,Android,37.3%
11/1/13,D1 Retention,Carry,Services,Android,35.7%
11/2/13,DAU,CandyBash,Games,iOS,34550570
11/2/13,DAU,Words With Enemies,Games,iOS,25334704
11/2/13,DAU,Crappy Birds,Games,iOS,9465
11/2/13,DAU,Zuber,Services,iOS,3086096
11/2/13,DAU,Carry,Services,iOS,519067
11/2/13,DAU,CandyBash,Games,Android,22847957
11/2/13,DAU,Words With Enemies,Games,Android,17162219
11/2/13,DAU,Crappy Birds,Games,Android,5896
11/2/13,DAU,Zuber,Services,Android,1987655
11/2/13,DAU,Carry,Services,Android,340372
11/2/13,D1 Retention,CandyBash,Games,iOS,75.5%
11/2/13,D1 Retention,Words With Enemies,Games,iOS,68.0%
11/2/13,D1 Retention,Crappy Birds,Games,iOS,15.8%
11/2/13,D1 Retention,Zuber,Services,iOS,38.4%
11/2/13,D1 Retention,Carry,Services,iOS,34.7%
11/2/13,D1 Retention,CandyBash,Games,Android,75.5%
11/2/13,D1 Retention,Words With Enemies,Games,Android,68.0%
11/2/13,D1 Retention,Crappy Birds,Games,Android,15.8%
11/2/13,D1 Retention,Zuber,Services,Android,39.2%
11/2/13,D1 Retention,Carry,Services,Android,33.3%
11/3/13,DAU,CandyBash,Games,iOS,34563106
11/3/13,DAU,Words With Enemies,Games,iOS,24115051
11/3/13,DAU,Crappy Birds,Games,iOS,9864
11/3/13,DAU,Zuber,Services,iOS,3068389
11/3/13,DAU,Carry,Services,iOS,498326
11/3/13,DAU,CandyBash,Games,Android,23413717
11/3/13,DAU,Words With Enemies,Games,Android,16349187
11/3/13,DAU,Crappy Birds,Games,Android,6045
11/3/13,DAU,Zuber,Services,Android,2010324
11/3/13,DAU,Carry,Services,Android,352265
11/3/13,D1 Retention,CandyBash,Games,iOS,76.0%
11/3/13,D1 Retention,Words With Enemies,Games,iOS,68.1%
11/3/13,D1 Retention,Crappy Birds,Games,iOS,15.8%
11/3/13,D1 Retention,Zuber,Services,iOS,38.4%
11/3/13,D1 Retention,Carry,Services,iOS,34.3%
11/3/13,D1 Retention,CandyBash,Games,Android,79.0%
11/3/13,D1 Retention,Words With Enemies,Games,Android,69.5%
11/3/13,D1 Retention,Crappy Birds,Games,Android,16.4%
11/3/13,D1 Retention,Zuber,Services,Android,38.8%
11/3/13,D1 Retention,Carry,Services,Android,33.3%
11/4/13,DAU,CandyBash,Games,iOS,32326558
11/4/13,DAU,Words With Enemies,Games,iOS,23666944
11/4/13,DAU,Crappy Birds,Games,iOS,9368
11/4/13,DAU,Zuber,Services,iOS,3176950
11/4/13,DAU,Carry,Services,iOS,501655
11/4/13,DAU,CandyBash,Games,Android,22851532
11/4/13,DAU,Words With Enemies,Games,Android,16730081
11/4/13,DAU,Crappy Birds,Games,Android,6138
11/4/13,DAU,Zuber,Services,Android,2065018
11/4/13,DAU,Carry,Services,Android,363267
11/4/13,D1 Retention,CandyBash,Games,iOS,76.7%
11/4/13,D1 Retention,Words With Enemies,Games,iOS,68.0%
11/4/13,D1 Retention,Crappy Birds,Games,iOS,15.7%
11/4/13,D1 Retention,Zuber,Services,iOS,38.7%
11/4/13,D1 Retention,Carry,Services,iOS,34.6%
11/4/13,D1 Retention,CandyBash,Games,Android,74.4%
11/4/13,D1 Retention,Words With Enemies,Games,Android,65.2%
11/4/13,D1 Retention,Crappy Birds,Games,Android,16.4%
11/4/13,D1 Retention,Zuber,Services,Android,39.5%
11/4/13,D1 Retention,Carry,Services,Android,36.0%
11/5/13,DAU,CandyBash,Games,iOS,33397671
11/5/13,DAU,Words With Enemies,Games,iOS,24890019
11/5/13,DAU,Crappy Birds,Games,iOS,9402
11/5/13,DAU,Zuber,Services,iOS,3065744
11/5/13,DAU,Carry,Services,iOS,511221
11/5/13,DAU,CandyBash,Games,Android,22265114
11/5/13,DAU,Words With Enemies,Games,Android,15913291
11/5/13,DAU,Crappy Birds,Games,Android,6322
11/5/13,DAU,Zuber,Services,Android,2167164
11/5/13,DAU,Carry,Services,Android,329261
11/5/13,D1 Retention,CandyBash,Games,iOS,76.4%
11/5/13,D1 Retention,Words With Enemies,Games,iOS,68.3%
11/5/13,D1 Retention,Crappy Birds,Games,iOS,15.9%
11/5/13,D1 Retention,Zuber,Services,iOS,39.2%
11/5/13,D1 Retention,Carry,Services,iOS,34.7%
11/5/13,D1 Retention,CandyBash,Games,Android,75.7%
11/5/13,D1 Retention,Words With Enemies,Games,Android,67.6%
11/5/13,D1 Retention,Crappy Birds,Games,Android,16.0%
11/5/13,D1 Retention,Zuber,Services,Android,40.8%
11/5/13,D1 Retention,Carry,Services,Android,32.9%
11/6/13,DAU,CandyBash,Games,iOS,32238226
11/6/13,DAU,Words With Enemies,Games,iOS,24463993
11/6/13,DAU,Crappy Birds,Games,iOS,9761
11/6/13,DAU,Zuber,Services,iOS,3287026
11/6/13,DAU,Carry,Services,iOS,541787
11/6/13,DAU,CandyBash,Games,Android,23344922
11/6/13,DAU,Words With Enemies,Games,Android,17124795
11/6/13,DAU,Crappy Birds,Games,Android,6670
11/6/13,DAU,Zuber,Services,Android,2014629
11/6/13,DAU,Carry,Services,Android,367017
11/6/13,D1 Retention,CandyBash,Games,iOS,75.7%
11/6/13,D1 Retention,Words With Enemies,Games,iOS,68.2%
11/6/13,D1 Retention,Crappy Birds,Games,iOS,16.3%
11/6/13,D1 Retention,Zuber,Services,iOS,39.1%
11/6/13,D1 Retention,Carry,Services,iOS,34.4%
11/6/13,D1 Retention,CandyBash,Games,Android,77.2%
11/6/13,D1 Retention,Words With Enemies,Games,Android,66.1%
11/6/13,D1 Retention,Crappy Birds,Games,Android,15.8%
11/6/13,D1 Retention,Zuber,Services,Android,37.2%
11/6/13,D1 Retention,Carry,Services,Android,34.7%
11/7/13,DAU,CandyBash,Games,iOS,34427365
11/7/13,DAU,Words With Enemies,Games,iOS,23625591
11/7/13,DAU,Crappy Birds,Games,iOS,9847
11/7/13,DAU,Zuber,Services,iOS,3313327
11/7/13,DAU,Carry,Services,iOS,534600
11/7/13,DAU,CandyBash,Games,Android,23321763
11/7/13,DAU,Words With Enemies,Games,Android,15478836
11/7/13,DAU,Crappy Birds,Games,Android,6618
11/7/13,DAU,Zuber,Services,Android,2191071
11/7/13,DAU,Carry,Services,Android,368085
11/7/13,D1 Retention,CandyBash,Games,iOS,75.5%
11/7/13,D1 Retention,Words With Enemies,Games,iOS,68.5%
11/7/13,D1 Retention,Crappy Birds,Games,iOS,16.3%
11/7/13,D1 Retention,Zuber,Services,iOS,39.1%
11/7/13,D1 Retention,Carry,Services,iOS,34.4%
11/7/13,D1 Retention,CandyBash,Games,Android,78.5%
11/7/13,D1 Retention,Words With Enemies,Games,Android,69.8%
11/7/13,D1 Retention,Crappy Birds,Games,Android,15.5%
11/7/13,D1 Retention,Zuber,Services,Android,39.5%
11/7/13,D1 Retention,Carry,Services,Android,33.0%
11/8/13,DAU,CandyBash,Games,iOS,34432334
11/8/13,DAU,Words With Enemies,Games,iOS,24019317
11/8/13,DAU,Crappy Birds,Games,iOS,9472
11/8/13,DAU,Zuber,Services,iOS,3241602
11/8/13,DAU,Carry,Services,iOS,545736
11/8/13,DAU,CandyBash,Games,Android,22214409
11/8/13,DAU,Words With Enemies,Games,Android,16284283
11/8/13,DAU,Crappy Birds,Games,Android,6532
11/8/13,DAU,Zuber,Services,Android,2107041
11/8/13,DAU,Carry,Services,Android,334483
11/8/13,D1 Retention,CandyBash,Games,iOS,75.5%
11/8/13,D1 Retention,Words With Enemies,Games,iOS,68.4%
11/8/13,D1 Retention,Crappy Birds,Games,iOS,16.5%
11/8/13,D1 Retention,Zuber,Services,iOS,39.6%
11/8/13,D1 Retention,Carry,Services,iOS,34.5%
11/8/13,D1 Retention,CandyBash,Games,Android,75.5%
11/8/13,D1 Retention,Words With Enemies,Games,Android,69.7%
11/8/13,D1 Retention,Crappy Birds,Games,Android,17.4%
11/8/13,D1 Retention,Zuber,Services,Android,40.3%
11/8/13,D1 Retention,Carry,Services,Android,34.9%
11/9/13,DAU,CandyBash,Games,iOS,32175462
11/9/13,DAU,Words With Enemies,Games,iOS,23601068
11/9/13,DAU,Crappy Birds,Games,iOS,9876
11/9/13,DAU,Zuber,Services,iOS,3369587
11/9/13,DAU,Carry,Services,iOS,518686
11/9/13,DAU,CandyBash,Games,Android,21080475
11/9/13,DAU,Words With Enemies,Games,Android,15462768
11/9/13,DAU,Crappy Birds,Games,Android,6419
11/9/13,DAU,Zuber,Services,Android,2065230
11/9/13,DAU,Carry,Services,Android,342860
11/9/13,D1 Retention,CandyBash,Games,iOS,76.3%
11/9/13,D1 Retention,Words With Enemies,Games,iOS,68.8%
11/9/13,D1 Retention,Crappy Birds,Games,iOS,16.1%
11/9/13,D1 Retention,Zuber,Services,iOS,39.5%
11/9/13,D1 Retention,Carry,Services,iOS,34.6%
11/9/13,D1 Retention,CandyBash,Games,Android,80.1%
11/9/13,D1 Retention,Words With Enemies,Games,Android,68.1%
11/9/13,D1 Retention,Crappy Birds,Games,Android,16.0%
11/9/13,D1 Retention,Zuber,Services,Android,38.7%
11/9/13,D1 Retention,Carry,Services,Android,36.3%
11/10/13,DAU,CandyBash,Games,iOS,33282548
11/10/13,DAU,Words With Enemies,Games,iOS,24409714
11/10/13,DAU,Crappy Birds,Games,iOS,10078
11/10/13,DAU,Zuber,Services,iOS,3360579
11/10/13,DAU,Carry,Services,iOS,537366
11/10/13,DAU,CandyBash,Games,Android,21078947
11/10/13,DAU,Words With Enemies,Games,Android,16273142
11/10/13,DAU,Crappy Birds,Games,Android,6551
11/10/13,DAU,Zuber,Services,Android,2276521
11/10/13,DAU,Carry,Services,Android,369990
11/10/13,D1 Retention,CandyBash,Games,iOS,76.1%
11/10/13,D1 Retention,Words With Enemies,Games,iOS,68.7%
11/10/13,D1 Retention,Crappy Birds,Games,iOS,16.4%
11/10/13,D1 Retention,Zuber,Services,iOS,39.9%
11/10/13,D1 Retention,Carry,Services,iOS,34.5%
11/10/13,D1 Retention,CandyBash,Games,Android,79.2%
11/10/13,D1 Retention,Words With Enemies,Games,Android,66.6%
11/10/13,D1 Retention,Crappy Birds,Games,Android,15.9%
11/10/13,D1 Retention,Zuber,Services,Android,41.1%
11/10/13,D1 Retention,Carry,Services,Android,33.8%
11/11/13,DAU,CandyBash,Games,iOS,33786232
11/11/13,DAU,Words With Enemies,Games,iOS,24808374
11/11/13,DAU,Crappy Birds,Games,iOS,10111
11/11/13,DAU,Zuber,Services,iOS,3400096
11/11/13,DAU,Carry,Services,iOS,537789
11/11/13,DAU,CandyBash,Games,Android,22154906
11/11/13,DAU,Words With Enemies,Games,Android,15861092
11/11/13,DAU,Crappy Birds,Games,Android,6572
11/11/13,DAU,Zuber,Services,Android,2303291
11/11/13,DAU,Carry,Services,Android,352649
11/11/13,D1 Retention,CandyBash,Games,iOS,77.0%
11/11/13,D1 Retention,Words With Enemies,Games,iOS,68.9%
11/11/13,D1 Retention,Crappy Birds,Games,iOS,16.0%
11/11/13,D1 Retention,Zuber,Services,iOS,40.1%
11/11/13,D1 Retention,Carry,Services,iOS,34.5%
11/11/13,D1 Retention,CandyBash,Games,Android,79.3%
11/11/13,D1 Retention,Words With Enemies,Games,Android,70.9%
11/11/13,D1 Retention,Crappy Birds,Games,Android,15.8%
11/11/13,D1 Retention,Zuber,Services,Android,39.3%
11/11/13,D1 Retention,Carry,Services,Android,33.8%
11/12/13,DAU,CandyBash,Games,iOS,33179891
11/12/13,DAU,Words With Enemies,Games,iOS,25175970
11/12/13,DAU,Crappy Birds,Games,iOS,10205
11/12/13,DAU,Zuber,Services,iOS,3324203
11/12/13,DAU,Carry,Services,iOS,550524
11/12/13,DAU,CandyBash,Games,Android,23225924
11/12/13,DAU,Words With Enemies,Games,Android,16648625
11/12/13,DAU,Crappy Birds,Games,Android,6692
11/12/13,DAU,Zuber,Services,Android,2326942
11/12/13,DAU,Carry,Services,Android,346297
11/12/13,D1 Retention,CandyBash,Games,iOS,77.2%
11/12/13,D1 Retention,Words With Enemies,Games,iOS,69.3%
11/12/13,D1 Retention,Crappy Birds,Games,iOS,15.8%
11/12/13,D1 Retention,Zuber,Services,iOS,39.9%
11/12/13,D1 Retention,Carry,Services,iOS,34.7%
11/12/13,D1 Retention,CandyBash,Games,Android,78.0%
11/12/13,D1 Retention,Words With Enemies,Games,Android,68.6%
11/12/13,D1 Retention,Crappy Birds,Games,Android,15.6%
11/12/13,D1 Retention,Zuber,Services,Android,41.5%
11/12/13,D1 Retention,Carry,Services,Android,33.3%
11/13/13,DAU,CandyBash,Games,iOS,32646131
11/13/13,DAU,Words With Enemies,Games,iOS,23963117
11/13/13,DAU,Crappy Birds,Games,iOS,10341
11/13/13,DAU,Zuber,Services,iOS,3336095
11/13/13,DAU,Carry,Services,iOS,541540
11/13/13,DAU,CandyBash,Games,Android,21579646
11/13/13,DAU,Words With Enemies,Games,Android,15433872
11/13/13,DAU,Crappy Birds,Games,Android,6950
11/13/13,DAU,Zuber,Services,Android,2168462
11/13/13,DAU,Carry,Services,Android,363986
11/13/13,D1 Retention,CandyBash,Games,iOS,77.9%
11/13/13,D1 Retention,Words With Enemies,Games,iOS,69.1%
11/13/13,D1 Retention,Crappy Birds,Games,iOS,15.7%
11/13/13,D1 Retention,Zuber,Services,iOS,39.7%
11/13/13,D1 Retention,Carry,Services,iOS,34.5%
11/13/13,D1 Retention,CandyBash,Games,Android,81.0%
11/13/13,D1 Retention,Words With Enemies,Games,Android,68.4%
11/13/13,D1 Retention,Crappy Birds,Games,Android,16.0%
11/13/13,D1 Retention,Zuber,Services,Android,40.1%
11/13/13,D1 Retention,Carry,Services,Android,33.4%
11/14/13,DAU,CandyBash,Games,iOS,33169151
11/14/13,DAU,Words With Enemies,Games,iOS,24792733
11/14/13,DAU,Crappy Birds,Games,iOS,10055
11/14/13,DAU,Zuber,Services,iOS,3405698
11/14/13,DAU,Carry,Services,iOS,516750
11/14/13,DAU,CandyBash,Games,Android,22665587
11/14/13,DAU,Words With Enemies,Games,Android,16257530
11/14/13,DAU,Crappy Birds,Games,Android,6934
11/14/13,DAU,Zuber,Services,Android,2233244
11/14/13,DAU,Carry,Services,Android,347470
11/14/13,D1 Retention,CandyBash,Games,iOS,77.3%
11/14/13,D1 Retention,Words With Enemies,Games,iOS,69.5%
11/14/13,D1 Retention,Crappy Birds,Games,iOS,15.5%
11/14/13,D1 Retention,Zuber,Services,iOS,40.1%
11/14/13,D1 Retention,Carry,Services,iOS,34.4%
11/14/13,D1 Retention,CandyBash,Games,Android,73.4%
11/14/13,D1 Retention,Words With Enemies,Games,Android,68.8%
11/14/13,D1 Retention,Crappy Birds,Games,Android,14.8%
11/14/13,D1 Retention,Zuber,Services,Android,38.1%
11/14/13,D1 Retention,Carry,Services,Android,35.4%
11/15/13,DAU,CandyBash,Games,iOS,32069481
11/15/13,DAU,Words With Enemies,Games,iOS,25156041
11/15/13,DAU,Crappy Birds,Games,iOS,10621
11/15/13,DAU,Zuber,Services,iOS,3418178
11/15/13,DAU,Carry,Services,iOS,521419
11/15/13,DAU,CandyBash,Games,Android,22669806
11/15/13,DAU,Words With Enemies,Games,Android,15823961
11/15/13,DAU,Crappy Birds,Games,Android,7139
11/15/13,DAU,Zuber,Services,Android,2297464
11/15/13,DAU,Carry,Services,Android,359600
11/15/13,D1 Retention,CandyBash,Games,iOS,77.0%
11/15/13,D1 Retention,Words With Enemies,Games,iOS,69.0%
11/15/13,D1 Retention,Crappy Birds,Games,iOS,15.1%
11/15/13,D1 Retention,Zuber,Services,iOS,39.7%
11/15/13,D1 Retention,Carry,Services,iOS,34.4%
11/15/13,D1 Retention,CandyBash,Games,Android,73.2%
11/15/13,D1 Retention,Words With Enemies,Games,Android,66.3%
11/15/13,D1 Retention,Crappy Birds,Games,Android,15.1%
11/15/13,D1 Retention,Zuber,Services,Android,40.9%
11/15/13,D1 Retention,Carry,Services,Android,32.7%
11/16/13,DAU,CandyBash,Games,iOS,33697902
11/16/13,DAU,Words With Enemies,Games,iOS,23925555
11/16/13,DAU,Crappy Birds,Games,iOS,10775
11/16/13,DAU,Zuber,Services,iOS,3283312
11/16/13,DAU,Carry,Services,iOS,531379
11/16/13,DAU,CandyBash,Games,Android,22649410
11/16/13,DAU,Words With Enemies,Games,Android,15815197
11/16/13,DAU,Crappy Birds,Games,Android,7066
11/16/13,DAU,Zuber,Services,Android,2264353
11/16/13,DAU,Carry,Services,Android,342244
11/16/13,D1 Retention,CandyBash,Games,iOS,76.8%
11/16/13,D1 Retention,Words With Enemies,Games,iOS,68.6%
11/16/13,D1 Retention,Crappy Birds,Games,iOS,14.8%
11/16/13,D1 Retention,Zuber,Services,iOS,40.1%
11/16/13,D1 Retention,Carry,Services,iOS,34.2%
11/16/13,D1 Retention,CandyBash,Games,Android,77.6%
11/16/13,D1 Retention,Words With Enemies,Games,Android,66.6%
11/16/13,D1 Retention,Crappy Birds,Games,Android,15.6%
11/16/13,D1 Retention,Zuber,Services,Android,39.7%
11/16/13,D1 Retention,Carry,Services,Android,35.2%
11/17/13,DAU,CandyBash,Games,iOS,31987777
11/17/13,DAU,Words With Enemies,Games,iOS,24752227
11/17/13,DAU,Crappy Birds,Games,iOS,10797
11/17/13,DAU,Zuber,Services,iOS,3466707
11/17/13,DAU,Carry,Services,iOS,522484
11/17/13,DAU,CandyBash,Games,Android,20957509
11/17/13,DAU,Words With Enemies,Games,Android,16636743
11/17/13,DAU,Crappy Birds,Games,Android,7558
11/17/13,DAU,Zuber,Services,Android,2386913
11/17/13,DAU,Carry,Services,Android,342317
11/17/13,D1 Retention,CandyBash,Games,iOS,76.6%
11/17/13,D1 Retention,Words With Enemies,Games,iOS,69.0%
11/17/13,D1 Retention,Crappy Birds,Games,iOS,14.9%
11/17/13,D1 Retention,Zuber,Services,iOS,40.0%
11/17/13,D1 Retention,Carry,Services,iOS,34.2%
11/17/13,D1 Retention,CandyBash,Games,Android,73.5%
11/17/13,D1 Retention,Words With Enemies,Games,Android,66.2%
11/17/13,D1 Retention,Crappy Birds,Games,Android,15.0%
11/17/13,D1 Retention,Zuber,Services,Android,40.8%
11/17/13,D1 Retention,Carry,Services,Android,34.9%
11/18/13,DAU,CandyBash,Games,iOS,33592199
11/18/13,DAU,Words With Enemies,Games,iOS,23916672
11/18/13,DAU,Crappy Birds,Games,iOS,10795
11/18/13,DAU,Zuber,Services,iOS,3350842
11/18/13,DAU,Carry,Services,iOS,542829
11/18/13,DAU,CandyBash,Games,Android,20926288
11/18/13,DAU,Words With Enemies,Games,Android,16214693
11/18/13,DAU,Crappy Birds,Games,Android,6952
11/18/13,DAU,Zuber,Services,Android,2214963
11/18/13,DAU,Carry,Services,Android,361886
11/18/13,D1 Retention,CandyBash,Games,iOS,76.2%
11/18/13,D1 Retention,Words With Enemies,Games,iOS,69.2%
11/18/13,D1 Retention,Crappy Birds,Games,iOS,15.0%
11/18/13,D1 Retention,Zuber,Services,iOS,40.4%
11/18/13,D1 Retention,Carry,Services,iOS,34.0%
11/18/13,D1 Retention,CandyBash,Games,Android,72.4%
11/18/13,D1 Retention,Words With Enemies,Games,Android,71.3%
11/18/13,D1 Retention,Crappy Birds,Games,Android,15.1%
11/18/13,D1 Retention,Zuber,Services,Android,40.4%
11/18/13,D1 Retention,Carry,Services,Android,34.0%
11/19/13,DAU,CandyBash,Games,iOS,33590430
11/19/13,DAU,Words With Enemies,Games,iOS,24342239
